decoration,elevator,location,orientation,pattern,property,size,total_price,unit_price,village
精装,有电梯,方庄,东南 北,2室1厅,1991年建板塔结合,62.19平米,473,76058,芳古园二区 
其他,有电梯,马家堡,南,1室0厅,2005年建板楼,56.29平米,377,66975,丽水园 
简装,有电梯,角门,西,1室1厅,2000年建塔楼,71.59平米,350,48890,京华苑 
其他,无电梯,成寿寺,东 西,2室1厅,1996年建板楼,64.74平米,333,51437,苇子坑22号院 
其他,无电梯,角门,东 南 北,1室1厅,1996年建板楼,51.57平米,305,59143,大红门35号院 
其他,2室1厅,旧宫,南 北,2室1厅,1990年建板楼,61.1平米,315,51555,万源东里 
简装,有电梯,西罗园,西北,2室1厅,1989年建塔楼,57.47平米,330,57422,西罗园三区 
精装,无电梯,蒲黄榆,南 北,2室1厅,1992年建板楼,62.62平米,388,61962,蒲黄榆五巷 
精装,有电梯,太平桥,南 北,1室1厅,1992年建塔楼,42.3平米,300,70922,太平桥西里 
精装,有电梯,木樨园,东南,1室1厅,1996年建板塔结合,51.8平米,248,47877,东木樨园 
其他,无电梯,西红门,南 北,1室1厅,1996年建板楼,53.14平米,236,44411,西宏苑 
精装,有电梯,方庄,南 北,2室1厅,2003年建塔楼,133.54平米,940,70391,时代芳群 
其他,有电梯,方庄,南,3室2厅,2007年建板塔结合,147.64平米,950,64346,方庄6号 
精装,有电梯,洋桥,南 北,2室1厅,2000年建塔楼,91.64平米,520,56744,政洋家园 
精装,有电梯,菜户营,东南 南 北,3室1厅,2004年建板楼,124.23平米,850,68422,万润风景 
精装,有电梯,马家堡,东,1室1厅,2002年建塔楼,51.93平米,315,60659,嘉丽园 
精装,有电梯,洋桥,东南,2室1厅,1998年建塔楼,84.43平米,445,52707,政洋家园 
精装,有电梯,新宫,东南,2室1厅,2009年建板楼,61.07平米,339,55511,南庭新苑北区 
精装,无电梯,马家堡,南 北,2室1厅,1994年建板楼,55.39平米,368,66438,晨光小区 
简装,有电梯,岳各庄,南,2室1厅,2006年建塔楼,110.44平米,600,54329,珠江峰景 
其他,2室1厅,角门,南 北,2室1厅,1995年建板楼,60.59平米,330,54465,司达小区 
其他,有电梯,马家堡,东南,2室1厅,1995年建塔楼,63.69平米,375,58879,马家堡西里 
精装,有电梯,方庄,东,1室1厅,2005年建塔楼,46.39平米,310,66825,gogo新世代 
其他,有电梯,马家堡,南 北,3室2厅,2007年建板楼,141.94平米,993,69960,星河城东区 
简装,无电梯,刘家窑,南 北,2室1厅,1998年建板楼,61平米,305,50000,石榴园南里小区 
简装,有电梯,岳各庄,南,1室1厅,2004年建板楼,63.74平米,405,63540,第七街区 
精装,有电梯,岳各庄,南,2室1厅,2004年建板楼,92.43平米,615,66537,第七街区 
其他,有电梯,角门,南 北,2室1厅,1996年建板塔结合,64.6平米,355,54954,司达小区 
精装,有电梯,赵公口,西北,2室1厅,2004年建塔楼,75.15平米,400,53227,裕隆园 
简装,无电梯,青塔,南 北,3室1厅,1994年建板楼,74.78平米,376,50281,青塔秀园 
其他,有电梯,北京南站,东 北,3室1厅,2000年建塔楼,131.27平米,656,49974,迦南大厦 
其他,无电梯,北京南站,南 北,2室1厅,1995年建板楼,66.39平米,450,67782,开阳里三区 
其他,无电梯,和义,南 北,3室2厅,2001年建板楼,126.82平米,550,43369,南苑北里三区 
简装,有电梯,方庄,南 北,4室2厅,2015年建板楼,214.39平米,2200,102617,首开璞瑅公馆 
其他,无电梯,角门,南 北,2室1厅,2000年建板楼,58.24平米,425,72974,角门甲4号院 
简装,有电梯,岳各庄,西,1室1厅,2010年建板塔结合,80.17平米,373,46527,大成时代中心 
精装,有电梯,花乡,北,1室1厅,2007年建塔楼,63.19平米,295,46685,天伦锦城 
其他,无电梯,马家堡,南,1室1厅,1998年建板楼,60.35平米,315,52196,西马金润二区 
其他,无电梯,和义,南 北,2室1厅,1997年建板楼,69.64平米,305,43797,红星北里 
简装,有电梯,宋家庄,西,1室0厅,2003年建塔楼,50.69平米,310,61157,世纪星 
精装,有电梯,大红门,南 北,2室1厅,2010年建板塔结合,86.46平米,630,72867,上海建筑 
精装,有电梯,大红门,东,1室1厅,2007年建板塔结合,56.54平米,375,66325,远洋自然 
精装,无电梯,北京南站,东,1室1厅,2002年建板楼,59平米,380,64407,开阳里三区 
其他,有电梯,新宫,东南,2室1厅,2009年建板塔结合,59.18平米,305,51538,南庭新苑北区 
其他,有电梯,菜户营,西南,1室1厅,2006年建塔楼,60.61平米,410,67646,金都苑 
简装,无电梯,和义,南 北,2室1厅,1994年建板楼,58.17平米,285,48995,和义东里一区 
精装,无电梯,方庄,南 北,2室1厅,1992年建板楼,58.43平米,375,64180,芳古园一区 
简装,无电梯,青塔,南 北,2室1厅,1994年建板楼,61.58平米,295,47906,郑常庄308号院 
简装,有电梯,角门,东 北,2室1厅,1995年建塔楼,73.63平米,375,50931,角门东里 
简装,有电梯,花乡,西北,1室1厅,2007年建塔楼,58.86平米,278,47231,天伦锦城 
其他,有电梯,菜户营,南 北,1室2厅,2006年建板楼,78.39平米,510,65060,万润风景 
其他,有电梯,六里桥,东,1室1厅,2009年建塔楼,68.79平米,460,66871,永翌公馆 
其他,有电梯,马连道,西南,2室1厅,2008年建塔楼,71.07平米,479,67399,建茗苑 
其他,无电梯,西罗园,南 北,2室1厅,1996年建板楼,63.29平米,370,58462,华润小区 
其他,无电梯,北京南站,南 北,2室1厅,1999年建板楼,76.79平米,559,72796,开阳里六区 
精装,有电梯,方庄,北,1室1厅,2005年建塔楼,60.56平米,408,67372,gogo新世代 
其他,有电梯,菜户营,西南,1室1厅,2000年建塔楼,69.77平米,515,73814,嘉莲苑 
其他,有电梯,宋家庄,西北,1室1厅,2006年建塔楼,52.41平米,292,55715,顶秀欣园东苑 
精装,无电梯,大红门,南,1室1厅,2000年建板楼,53.93平米,330,61191,建欣苑四里 
精装,无电梯,洋桥,南 北,2室1厅,1989年建板楼,57.3平米,325,56720,洋桥西里 
其他,2室1厅,岳各庄,东 西,2室1厅,2003年建板楼,70.28平米,360,51224,民岳家园三期 
精装,无电梯,玉泉营,南 北,2室1厅,1986年建板楼,75.63平米,440,58178,育芳园 
其他,有电梯,科技园区,南,2室1厅,2015年建板楼,82.88平米,548,66120,北京方向 
其他,有电梯,刘家窑,东南,1室1厅,2010年建塔楼,51.41平米,230,44739,宋家庄家园 
其他,有电梯,六里桥,西南,2室1厅,2003年建塔楼,86.4平米,500,57871,盛今大厦 
精装,有电梯,角门,东 北,1室1厅,2010年建板楼,64.77平米,520,80285,阳光花园 
其他,无电梯,太平桥,南 北,2室1厅,1990年建板楼,58.17平米,380,65326,太平桥小区 
其他,有电梯,角门,东南,2室1厅,2000年建塔楼,99.64平米,650,65235,京华苑 
其他,无电梯,方庄,南 北,2室1厅,1991年建板楼,56.22平米,385,68481,芳古园一区 
精装,有电梯,马家堡,南,1室0厅,2004年建板楼,44.48平米,345,77563,益明园 
其他,有电梯,菜户营,东南,1室1厅,2000年建塔楼,69.77平米,515,73814,嘉莲苑 
其他,无电梯,大红门,北,1室1厅,1998年建板楼,51.14平米,258,50450,建欣苑四里 
精装,无电梯,北大地,东 西,2室1厅,1988年建板楼,58平米,359.9,62052,西幸福街 
其他,有电梯,北京南站,北,1室1厅,2002年建塔楼,59.87平米,435,72658,世纪金色嘉园 
简装,有电梯,马家堡,西,1室1厅,2002年建塔楼,51.39平米,290,56432,嘉丽园 
精装,有电梯,青塔,南 北,2室1厅,2013年建板楼,80.4平米,445,55349,东海仪园 
其他,有电梯,赵公口,北,2室1厅,2003年建塔楼,91.63平米,475,51839,顶秀欣园西苑 
其他,有电梯,马家堡,南,2室1厅,2015年建板楼,67.52平米,470,69610,福海棠华苑 
其他,无电梯,大红门,南 北,2室1厅,2004年建板楼,75.29平米,375,49808,建欣苑五里 
其他,有电梯,和义,西北,1室1厅,2007年建板楼,59.77平米,320,53539,久敬佳园一区 
其他,有电梯,菜户营,南 西 北,3室1厅,1997年建塔楼,101.36平米,730,72021,天伦北里 
其他,有电梯,木樨园,东 北,2室1厅,2003年建板塔结合,92.66平米,395,42629,南曦大厦 
其他,有电梯,岳各庄,西南,1室1厅,2006年建塔楼,73.02平米,400,54780,珠江峰景 
简装,有电梯,青塔,东,2室1厅,2005年建塔楼,98.3平米,485,49339,长安新城一区 
其他,有电梯,马连道,东,2室1厅,2008年建塔楼,88.56平米,620,70000,丽泽雅园 
精装,无电梯,太平桥,南 北,2室1厅,1989年建板楼,58.4平米,365,62500,太平桥东里 
简装,无电梯,刘家窑,东 西,2室1厅,1998年建板楼,66.12平米,360,54447,石榴园北里小区 
精装,有电梯,宋家庄,东,1室0厅,2003年建塔楼,47.88平米,325,67879,世纪星 
精装,有电梯,方庄,南,1室1厅,2005年建塔楼,60.53平米,426,70379,gogo新世代 
精装,有电梯,宋家庄,东,2室1厅,2010年建板塔结合,88.34平米,447,50600,横一条甲18号院 
精装,有电梯,宋家庄,南 北,3室1厅,2010年建板塔结合,90.11平米,500,55488,横一条甲18号院 
精装,有电梯,方庄,东 西,3室1厅,2011年建板塔结合,113.26平米,1050,92708,首开璞瑅 
其他,无电梯,右安门外,南 北,2室1厅,1994年建板楼,58.4平米,410,70206,玉林东里一区 
精装,有电梯,草桥,东北,1室1厅,2005年建板楼,65.82平米,493,74902,恋日嘉园二期 
简装,有电梯,太平桥,北,1室1厅,2004年建塔楼,61.46平米,420,68338,糖人街 
简装,无电梯,方庄,南 北,2室1厅,1992年建板楼,58.29平米,399,68451,芳群园二区 
简装,有电梯,菜户营,东南,2室1厅,2008年建板楼,77.48平米,675,87120,金泰城丽湾 
精装,有电梯,成寿寺,南 北,2室1厅,2000年建板塔结合,92.36平米,500,54136,方宝苑 
精装,有电梯,大红门,南,2室1厅,2010年建板塔结合,90.16平米,670,74313,上海建筑 
其他,有电梯,西罗园,东南,3室2厅,2002年建塔楼,176.91平米,880,49743,珠江骏景中区 
精装,有电梯,方庄,东南,2室1厅,1990年建塔楼,67平米,425,63433,芳城园一区 
简装,2室1厅,大红门,南 北,2室1厅,2007年建板塔结合,99.7平米,548,54965,建欣苑六里 
简装,无电梯,北京南站,南 北,2室1厅,2002年建板楼,71.8平米,490,68246,开阳里一街 
其他,有电梯,洋桥,南,2室1厅,1991年建板塔结合,56.46平米,336,59512,洋桥东里 
简装,有电梯,角门,东,1室1厅,1998年建塔楼,56.69平米,290,51156,马家堡67号院 
精装,有电梯,马家堡,东 北,2室1厅,2002年建塔楼,75.7平米,437,57728,马家堡西里 
简装,有电梯,马家堡,南 北,1室1厅,1986年建板塔结合,43.8平米,258,58905,马家堡西里 
精装,有电梯,成寿寺,南 北,3室2厅,2014年建板楼,126.98平米,965,75997,方庄公馆 
简装,有电梯,六里桥,东 南 北,4室2厅,2004年建板楼,223.17平米,1890,84689,风荷曲苑 
简装,有电梯,木樨园,东,1室1厅,1996年建板塔结合,56.7平米,275,48501,东木樨园 
简装,无电梯,青塔,南 北,2室1厅,2001年建板楼,84.45平米,458,54234,青塔东里 
简装,有电梯,岳各庄,南,4室2厅,2007年建板楼,158.61平米,1258,79315,第七街区 
其他,有电梯,刘家窑,西南,2室1厅,1998年建塔楼,69.54平米,397,57090,顺四条37号院 
精装,无电梯,马家堡,东 西,2室1厅,1998年建板楼,57.87平米,320,55297,嘉园二里 
其他,有电梯,洋桥,西南,3室1厅,1990年建塔楼,78.7平米,440,55909,马家堡路27号院 
简装,3室1厅,看丹桥,南 北,2室1厅,1991年建板楼,52.02平米,270,51904,建国街一里 
精装,有电梯,北京南站,西南 北,3室1厅,2002年建塔楼,148.07平米,865,58419,开阳里六区 
简装,有电梯,赵公口,西南,2室1厅,1998年建塔楼,65.88平米,365,55404,苗圃东里 
简装,有电梯,草桥,南 北,1室1厅,2009年建板楼,67.23平米,480,71397,城市涧 
其他,无电梯,角门,东 西,3室1厅,1992年建板楼,71平米,400,56339,角门东里 
简装,有电梯,洋桥,北,1室1厅,2004年建塔楼,61.88平米,365,58986,首座绿洲 
其他,有电梯,赵公口,南 北,1室1厅,2009年建板楼,85.26平米,580,68028,世华水岸F区 
其他,有电梯,岳各庄,西南,2室1厅,2004年建板塔结合,90.72平米,450,49604,西府景园 
简装,有电梯,菜户营,东南,4室2厅,2001年建塔楼,151.95平米,899,59165,鹏润家园 
精装,有电梯,赵公口,北,1室1厅,2005年建板塔结合,55.99平米,330,58940,彩虹城四区 
简装,有电梯,马家堡,东北,1室0厅,2005年建塔楼,41.63平米,285,68461,西马金润二区 
精装,有电梯,太平桥,北,1室1厅,2004年建塔楼,59.02平米,430,72857,糖人街 
简装,有电梯,木樨园,南,1室0厅,2006年建塔楼,49.7平米,262,52717,远中悦麒 
简装,有电梯,赵公口,南,1室1厅,1998年建塔楼,51.02平米,287,56253,苗圃东里 
其他,有电梯,花乡,北,1室0厅,2004年建塔楼,37.65平米,213,56574,银地家园 
精装,有电梯,赵公口,西,1室1厅,2005年建塔楼,51.16平米,295,57663,彩虹城四区 
简装,有电梯,六里桥,东,1室0厅,2004年建塔楼,53.13平米,460,86581,风荷曲苑 
精装,有电梯,玉泉营,西,1室1厅,2006年建塔楼,51.71平米,355,68653,万年花城二期 
精装,无电梯,七里庄,南 北,2室1厅,1993年建板楼,58.83平米,378,64253,望园西里 
精装,有电梯,看丹桥,西南,2室1厅,2000年建塔楼,69.38平米,375,54051,新华街五里 
简装,有电梯,青塔,东南 北,3室1厅,2006年建塔楼,111.76平米,538,48139,长安新城一区 
精装,有电梯,六里桥,西,1室1厅,1998年建塔楼,46.27平米,375,81047,铁路小区 
简装,无电梯,北京南站,南 北,2室1厅,1992年建板楼,58.2平米,315,54124,右外东庄 
简装,有电梯,木樨园,西北,2室1厅,1996年建板塔结合,60.7平米,220,36244,东木樨园 
简装,有电梯,刘家窑,东 南 西,3室1厅,1998年建板塔结合,84.92平米,388,45691,石榴园南里小区 
简装,有电梯,看丹桥,南 北,2室1厅,2000年建板塔结合,117.95平米,528,44765,看丹苑 
简装,有电梯,看丹桥,北,3室1厅,2000年建塔楼,81.4平米,399,49018,新华街五里 
简装,有电梯,草桥,西南,3室1厅,1998年建塔楼,100.39平米,568,56580,草桥物业小区 
其他,无电梯,草桥,南 北,3室2厅,2005年建板楼,151.95平米,1150,75683,春季星空 
精装,有电梯,马家堡,南 北,3室2厅,2015年建板楼,139.04平米,920,66169,福海棠华苑 
精装,有电梯,青塔,南 北,3室1厅,2005年建板塔结合,125.35平米,650,51855,金隅润景阁 
其他,有电梯,方庄,南,3室1厅,2003年建塔楼,159.07平米,1139,71604,时代芳群 
精装,有电梯,方庄,南,2室1厅,2000年建塔楼,79.42平米,465,58550,芳群园三区 
简装,无电梯,西罗园,南 北,2室1厅,1990年建板楼,48.07平米,230,47847,海户屯 
简装,无电梯,六里桥,东 西,3室1厅,1988年建板楼,67.41平米,420,62306,六里桥北里 
精装,有电梯,青塔,南 东 北,3室1厅,2006年建塔楼,112.13平米,545,48605,长安新城一区 
简装,2室1厅,旧宫,南 北,2室1厅,2001年建板楼,76.9平米,405,52666,桃源里 
其他,无电梯,青塔,南 北,2室1厅,2004年建板楼,97.91平米,567,57911,京艺新地 
其他,有电梯,马家堡,南 北,3室1厅,2006年建塔楼,131.67平米,910,69113,星河城西区 
精装,有电梯,太平桥,东 南 北,3室1厅,2001年建板楼,141.38平米,830,58708,精图雅苑 
其他,有电梯,太平桥,西,2室2厅,2006年建塔楼,88.04平米,540,61336,首科花园 
简装,有电梯,青塔,南 北,3室2厅,2007年建板楼,134.15平米,905,67462,万科中粮假日风景 
其他,有电梯,马家堡,东北,2室2厅,2005年建板塔结合,77.11平米,498,64584,新新天第 
其他,有电梯,青塔,东 西,3室2厅,2011年建板塔结合,85.67平米,450,52528,建邦枫景 
精装,有电梯,方庄,东 南 北,4室1厅,2000年建塔楼,136平米,880,64706,芳城东里 
其他,有电梯,宋家庄,北,1室1厅,2000年建塔楼,66.37平米,375,56502,方安苑 
简装,有电梯,方庄,东 西 北,3室1厅,1994年建板塔结合,75.7平米,470,62088,芳城园一区 
精装,无电梯,右安门外,南,1室1厅,1990年建板楼,44.9平米,290,64588,玉林东里三区 
其他,有电梯,方庄,南,1室0厅,2005年建塔楼,29.93平米,255,85199,gogo新世代 
简装,无电梯,右安门外,东,2室1厅,1992年建板楼,57.55平米,360,62555,玉林里小区 
其他,有电梯,刘家窑,西南,2室1厅,2010年建塔楼,68.26平米,408,59772,宋家庄家园 
其他,无电梯,马家堡,南,1室1厅,1998年建板楼,50.67平米,315,62167,晨欣园 
其他,无电梯,和义,南 北,2室1厅,1995年建板楼,57.87平米,295,50977,和义东里六区 
其他,有电梯,青塔,东南,2室1厅,2007年建塔楼,70.1平米,290,41370,华富丽苑 
精装,有电梯,岳各庄,东南,2室1厅,2003年建板塔结合,95.01平米,498,52416,民岳家园 
精装,有电梯,北京南站,西南,1室1厅,2002年建塔楼,60.78平米,410,67457,开阳里六区 
简装,无电梯,刘家窑,南 北,2室1厅,1975年建板楼,46.63平米,320,68626,小铁匠营 
其他,有电梯,洋桥,东,1室1厅,1993年建板塔结合,58.02平米,347,59807,海户西里 
其他,有电梯,新宫,东 西,2室1厅,2009年建板塔结合,59.46平米,305,51295,南庭新苑北区 
精装,无电梯,马家堡,东 西,2室1厅,1998年建板楼,76.45平米,415,54284,西马金润二区 
