decoration,elevator,location,orientation,pattern,property,size,total_price,unit_price,village
精装,无电梯,右安门外,南 北,2室1厅,1989年建板楼,57.7平米,350,60659,玉林里小区 
简装,无电梯,玉泉营,南,1室1厅,1986年建板楼,41.8平米,269,64355,郑王坟141号院 
精装,有电梯,玉泉营,南 北,2室2厅,2007年建板楼,103.64平米,688,66384,优筑 
精装,有电梯,七里庄,西南,2室1厅,2004年建塔楼,73.34平米,458,62449,庄维多摩市二期 
精装,有电梯,玉泉营,北,1室1厅,2007年建板楼,67.19平米,415,61766,优筑 
其他,无电梯,科技园区,东 西,1室1厅,2008年建板楼,66.51平米,365,54879,富锦嘉园五区 
精装,有电梯,玉泉营,北,1室1厅,2008年建塔楼,70.97平米,460,64817,万年花城四期 
精装,有电梯,科技园区,东,1室0厅,2012年建板楼,36.86平米,265,71894,中海御鑫阁 
其他,有电梯,玉泉营,东,1室1厅,2006年建塔楼,57.99平米,385,66391,鸿业兴园一区 
简装,无电梯,北京南站,南 北,2室1厅,1990年建板楼,56.58平米,399,70520,开阳里一区 
简装,有电梯,方庄,西南,2室1厅,1998年建板塔结合,56.03平米,329,58719,芳群园四区 
其他,有电梯,科技园区,东南 西南,1室0厅,2008年建塔楼,37.38平米,229,61263,设计师广场 
精装,有电梯,草桥,南 北,2室2厅,2005年建板楼,93.83平米,730,77801,未来上层 
简装,有电梯,木樨园,南,2室1厅,2007年建板塔结合,95.19平米,615,64608,圣淘沙 
简装,无电梯,宋家庄,南 北,2室1厅,1983年建板楼,59.7平米,330,55277,横一条 
精装,有电梯,青塔,东 西,2室1厅,2007年建塔楼,98.28平米,475,48332,华富丽苑 
精装,有电梯,马家堡,南,1室1厅,2004年建板楼,61.66平米,420,68116,丽水园 
精装,无电梯,洋桥,南 西 北,3室2厅,1983年建板楼,66平米,460,69697,马家堡路29号院 
精装,有电梯,西罗园,南 西,3室1厅,1989年建塔楼,79.23平米,485,61215,西罗园三区 
其他,有电梯,宋家庄,南 北,2室1厅,2003年建板楼,107.34平米,600,55898,政馨园三区 
简装,有电梯,方庄,南,2室1厅,2002年建塔楼,78平米,530,67949,紫芳园一区 
简装,无电梯,和义,南 北,2室1厅,1993年建板楼,58.84平米,275,46737,和义东里五区 
精装,3室1厅,青塔,西,1室1厅,2012年建板塔结合,56.74平米,295,51992,同馨家园 
精装,有电梯,玉泉营,南 北,3室1厅,2006年建板楼,125.63平米,850,67659,万年花城三期 
精装,无电梯,花乡,南 西 北,1室1厅,2002年建板楼,63.75平米,315,49412,宜兰园 
精装,无电梯,角门,南 北,2室1厅,1995年建板楼,59.31平米,330,55640,司达小区 
精装,有电梯,菜户营,东,2室1厅,2009年建塔楼,86.18平米,525,60920,万泉寺东路9号院 
简装,无电梯,洋桥,南 北,3室1厅,1997年建板楼,73.38平米,450,61325,海户西里32号院 
精装,有电梯,洋桥,西南,3室1厅,1998年建塔楼,79.85平米,468,58610,东丽温泉 
简装,有电梯,西罗园,西南,2室1厅,1991年建塔楼,65.6平米,370,56403,西罗园四区 
简装,有电梯,草桥,东北,3室1厅,2001年建塔楼,125.84平米,650,51653,玺萌苑 
精装,有电梯,玉泉营,南 北,3室2厅,2006年建板楼,114.04平米,684,59979,三环新城8号院 
简装,有电梯,太平桥,西南,1室1厅,1990年建塔楼,47.01平米,338,71900,太平桥小区 
精装,有电梯,方庄,南,2室1厅,1990年建板塔结合,61.8平米,415,67153,芳群园二区 
简装,无电梯,卢沟桥,东 西,3室1厅,1997年建板楼,92.27平米,340,36849,晓月苑二里 
精装,无电梯,西罗园,东 西,3室1厅,1990年建板楼,61.83平米,346,55960,西罗园南里 
简装,有电梯,马家堡,东北,2室1厅,1998年建塔楼,61.94平米,345,55700,嘉园二里 
精装,无电梯,青塔,南 北,2室1厅,1990年建板楼,55.7平米,275,49372,青塔西里4号院 
其他,有电梯,方庄,东南,3室1厅,1992年建塔楼,75.32平米,505,67048,芳群园一区 
简装,有电梯,花乡,南 北,3室2厅,2004年建板塔结合,132.86平米,650,48924,银地家园 
其他,有电梯,太平桥,南,1室1厅,1993年建板塔结合,48.47平米,310,63958,太平桥西里 
精装,有电梯,宋家庄,东南,3室2厅,2004年建板塔结合,143.64平米,719,50056,政馨园二区 
简装,无电梯,木樨园,南 北,2室1厅,2000年建板楼,90.39平米,429,47462,南木樨园 
简装,无电梯,大红门,南 北,2室1厅,1998年建板楼,66.5平米,350,52632,建欣苑四里 
简装,有电梯,方庄,西南,2室1厅,1990年建板塔结合,56.98平米,395,69323,芳群园二区 
简装,无电梯,蒲黄榆,东 西,2室1厅,1991年建板楼,57平米,305,53509,刘家窑南里 
简装,2室1厅,青塔,南 北,2室1厅,2013年建板塔结合,76.28平米,381,49948,广安﹒康馨家园 
其他,无电梯,太平桥,南 北,2室1厅,1993年建板楼,56.69平米,380,67032,太平桥西里 
精装,有电梯,卢沟桥,南,2室2厅,2007年建板塔结合,94.03平米,390,41477,沸城 
其他,有电梯,科技园区,西南,2室1厅,2003年建塔楼,104.1平米,545,52354,怡锦园 
简装,有电梯,草桥,南 北,1室1厅,2007年建板楼,68.17平米,392,57504,草桥欣园四区 
精装,无电梯,角门,东 西,2室1厅,1992年建板楼,50.8平米,322,63386,角门东里 
简装,无电梯,六里桥,南 北,2室1厅,1989年建板楼,53.56平米,350,65348,六里桥北里 
精装,无电梯,方庄,南 北,2室1厅,1990年建板楼,58.7平米,368,62692,芳群园二区 
简装,无电梯,方庄,南,1室1厅,1992年建板楼,43.26平米,303,70042,芳群园二区 
简装,2室1厅,青塔,南 北,2室1厅,2015年建板塔结合,73.45平米,365,49694,广安﹒康馨家园 
其他,有电梯,北京南站,西,2室1厅,2001年建塔楼,91.5平米,540,59017,开阳里三区 
精装,无电梯,大红门,南,1室1厅,1998年建板楼,48.91平米,276,56431,建欣苑四里 
其他,无电梯,北京南站,南 北,2室1厅,1990年建板楼,56.4平米,365,64717,开阳里三区 
其他,有电梯,大红门,东,1室1厅,2007年建板塔结合,62.89平米,408,64876,远洋自然 
简装,无电梯,科技园区,南 北,3室1厅,1998年建板楼,122.21平米,680,55642,怡海花园富泽园 
精装,无电梯,宋家庄,南 北,3室1厅,1993年建板楼,85.5平米,420,49123,南方庄1号院 
简装,有电梯,草桥,东南,3室2厅,2006年建板楼,153.29平米,1130,73717,恋日花都 
简装,无电梯,卢沟桥,南 北,4室1厅,1999年建板楼,151.65平米,550,36268,晓月苑三里 
精装,无电梯,和义,南 北,2室1厅,1994年建板楼,58.17平米,275,47276,和义东里一区 
精装,有电梯,卢沟桥,东南,3室1厅,2007年建板塔结合,110.61平米,439,39689,沸城 
精装,2室1厅,五里店,东南,2室1厅,2000年建塔楼,75.7平米,370,48878,新兴家园 
简装,有电梯,青塔,西南,2室1厅,2002年建塔楼,98.84平米,495,50081,兆丰园 
精装,有电梯,马家堡,西,3室1厅,2001年建塔楼,115.24平米,630,54669,富卓苑 
精装,有电梯,花乡,东 西,3室1厅,2005年建板楼,130.43平米,620,47536,天伦锦城 
简装,无电梯,新宫,南 北,3室1厅,2005年建板楼,94.81平米,430,45354,飞腾家园 
简装,无电梯,和义,南 北,2室2厅,2007年建板楼,100.52平米,482,47951,久敬佳园一区 
精装,无电梯,马家堡,南 北,2室2厅,2004年建板楼,99.23平米,618,62280,景馨园 
精装,有电梯,岳各庄,东南,2室1厅,2007年建塔楼,116.69平米,680,58275,珠江峰景 
精装,有电梯,花乡,东 南 北,3室2厅,2004年建板楼,130.59平米,610,46712,银地家园 
精装,无电梯,西罗园,南 北,3室1厅,1989年建板楼,79.3平米,470,59269,西罗园一区 
简装,有电梯,花乡,西北,1室1厅,2007年建塔楼,58.9平米,267,45332,天伦锦城 
精装,有电梯,青塔,南,2室2厅,2010年建板塔结合,87.33平米,462,52903,建邦枫景 
精装,无电梯,七里庄,南 北,2室1厅,1998年建板楼,65.24平米,425,65145,望园东里 
精装,有电梯,玉泉营,东南 北,2室1厅,2004年建塔楼,72.74平米,450,61865,万年花城回迁 
简装,有电梯,宋家庄,东,1室1厅,2004年建板塔结合,67.84平米,355,52330,政馨园二区 
简装,2室1厅,青塔,南,1室1厅,2013年建板楼,59.81平米,299,49992,广安﹒康馨家园 
精装,无电梯,马家堡,南 北,2室1厅,1998年建板楼,58.11平米,370,63673,嘉园二里 
简装,无电梯,马家堡,东北,2室1厅,1996年建板楼,54.7平米,370,67642,晨光小区 
简装,有电梯,岳各庄,南,2室1厅,2005年建塔楼,95.3平米,466,48899,丰体时代花园 
精装,有电梯,岳各庄,西南,3室1厅,2003年建板塔结合,111.19平米,630,56660,民岳家园 
精装,有电梯,西罗园,南,2室1厅,2005年建板塔结合,123.42平米,620,50235,珠江骏景北区 
简装,有电梯,木樨园,东,1室1厅,1996年建板塔结合,51.9平米,258,49711,东木樨园 
精装,无电梯,马家堡,南 北,2室1厅,2000年建板楼,79.97平米,535,66901,富卓苑 
精装,有电梯,七里庄,东南,2室2厅,2006年建塔楼,114.38平米,710,62074,庄维多摩市三期 
简装,2室1厅,五里店,南 北,3室1厅,2000年建板楼,82.98平米,352,42420,丰西北里甲7号院 
简装,有电梯,蒲黄榆,东北,2室1厅,1990年建塔楼,63.97平米,360,56277,蒲黄榆五巷 
简装,有电梯,花乡,南 北,3室1厅,2006年建板楼,106.95平米,513,47967,天伦锦城 
简装,无电梯,洋桥,东,1室1厅,1990年建板楼,50.29平米,280,55678,洋桥西里 
简装,有电梯,西罗园,南,3室1厅,2005年建板楼,168.67平米,950,56323,珠江骏景北区 
精装,有电梯,刘家窑,南,3室1厅,1992年建塔楼,93.2平米,530,56867,南三环中路 
简装,有电梯,马家堡,西南,3室1厅,1988年建塔楼,82.38平米,500,60695,马家堡西里 
精装,有电梯,卢沟桥,南 北,2室1厅,2009年建板塔结合,103.2平米,440,42636,沸城 
其他,有电梯,方庄,南,1室1厅,1995年建塔楼,46.82平米,306,65357,芳星园三区 
精装,无电梯,六里桥,南 西 北,3室2厅,1998年建板楼,79.79平米,630,78958,铁路小区 
简装,有电梯,方庄,西南 北,3室1厅,2004年建板塔结合,192.94平米,820,42501,日月天地 
简装,有电梯,蒲黄榆,南 北,3室1厅,1980年建板塔结合,66.91平米,398,59483,蒲黄榆二里 
简装,有电梯,马家堡,南 北,3室2厅,2006年建板塔结合,136.13平米,915,67216,星河城西区 
简装,有电梯,青塔,西北,3室2厅,2004年建塔楼,106.74平米,500,46843,青塔西里6号院 
简装,有电梯,西罗园,西南,3室1厅,1989年建塔楼,83.27平米,478,57404,西罗园一区 
精装,有电梯,草桥,南 北,3室2厅,2003年建板楼,142.55平米,1050,73659,恋日嘉园二期 
精装,有电梯,赵公口,南 北,3室2厅,2008年建板楼,136.89平米,890,65016,世华水岸B区 
精装,有电梯,青塔,西南,2室2厅,2006年建塔楼,106.94平米,540,50496,长安新城一区 
精装,有电梯,青塔,南 北,3室2厅,2003年建板楼,123.79平米,749,60506,长安新城一区 
简装,无电梯,太平桥,南 北,2室1厅,1990年建板楼,54.28平米,385,70929,太平桥西里 
简装,有电梯,新宫,东 南 北,3室1厅,2009年建板楼,81.32平米,440,54108,南庭新苑北区 
精装,无电梯,北京南站,南 北,3室1厅,1992年建板楼,78.87平米,483,61241,右外东庄 
简装,有电梯,马家堡,北,2室1厅,2002年建塔楼,73.57平米,439,59672,嘉丽园 
精装,有电梯,卢沟桥,东,2室1厅,2007年建塔楼,86.56平米,370,42745,晓月新城 
精装,有电梯,科技园区,西北,1室0厅,2001年建塔楼,39.84平米,235,58986,新城市经典 
其他,有电梯,刘家窑,东,1室1厅,2006年建板塔结合,79.6平米,565,70980,嘉业大厦 
精装,无电梯,看丹桥,南 北,2室1厅,1992年建板楼,54.22平米,275,50720,南开西里 
其他,无电梯,卢沟桥,南,1室1厅,2004年建板楼,69.13平米,325,47013,银海星月 
精装,有电梯,科技园区,西南,1室1厅,2008年建塔楼,58.34平米,310,53137,设计师广场 
其他,有电梯,马家堡,东,2室1厅,2001年建塔楼,83.75平米,525,62687,嘉丽园 
精装,有电梯,马家堡,东南,2室1厅,2003年建板楼,91.53平米,588,64242,枫竹苑二区 
精装,有电梯,卢沟桥,北,1室1厅,2008年建塔楼,57.94平米,248,42803,晓月新城 
精装,有电梯,科技园区,西北,1室0厅,2008年建塔楼,35.17平米,230,65397,设计师广场 
其他,有电梯,北大地,北,1室1厅,2004年建塔楼,51.32平米,320,62354,正阳小区 
精装,1室1厅,成寿寺,南,2室1厅,2013年建塔楼,83.32平米,420,50409,方庄南路18号院 
简装,有电梯,玉泉营,北,1室1厅,2006年建板塔结合,58.27平米,408,70019,万年花城二期 
精装,有电梯,成寿寺,东 西,3室1厅,2000年建板塔结合,119.86平米,625,52145,方宝苑 
简装,无电梯,右安门外,西南,2室1厅,1990年建板楼,57.7平米,375,64992,玉林里小区 
其他,有电梯,岳各庄,东 南,2室2厅,2003年建板塔结合,104.41平米,495,47410,民岳家园 
简装,有电梯,五里店,西南,2室1厅,2005年建塔楼,95.06平米,370,38923,程庄南里 
毛坯,有电梯,蒲黄榆,南,1室1厅,1992年建塔楼,47.1平米,298,63270,蒲安西里 
简装,有电梯,马家堡,东,1室0厅,2001年建塔楼,36.18平米,239,66059,富卓苑 
精装,有电梯,青塔,西,1室1厅,2011年建板塔结合,59.66平米,300,50285,同馨家园 
精装,有电梯,岳各庄,南 北,2室1厅,2010年建板楼,101.57平米,830,81718,大成郡 
精装,无电梯,科技园区,西北,2室1厅,1994年建板楼,65.45平米,308,47059,富丰园小区 
精装,有电梯,青塔,南 北,2室1厅,2007年建板楼,84.09平米,475,56488,天鸿美域 
精装,有电梯,菜户营,南 北,2室1厅,2008年建板楼,86.15平米,775,89960,金泰城丽湾 
其他,无电梯,和义,南 北,1室1厅,1996年建板楼,50.68平米,250,49330,和义西里二区 
精装,无电梯,角门,南 北,2室1厅,1990年建板楼,54.7平米,365,66728,角门东里 
简装,有电梯,宋家庄,南,1室1厅,2004年建板塔结合,57.31平米,320,55837,政馨园二区 
毛坯,无电梯,北京南站,南 北,2室1厅,1992年建板楼,56.4平米,350,62057,右外东庄 
其他,无电梯,和义,南 北,2室1厅,2001年建板楼,83.73平米,390,46579,和义西里四区 
简装,有电梯,方庄,南,2室1厅,1994年建塔楼,66.07平米,448,67807,芳城园三区 
精装,有电梯,玉泉营,东南,2室2厅,2011年建板楼,89.53平米,650,72602,万年花城五期 
精装,有电梯,青塔,南,1室1厅,2013年建板塔结合,62.06平米,305,49146,广安﹒康馨家园 
简装,无电梯,玉泉营,南 北,1室1厅,1999年建板楼,61.62平米,410,66537,怡海花园恒丰园 
精装,有电梯,太平桥,西北,2室1厅,1992年建塔楼,71.82平米,460,64050,太平桥西里 
简装,有电梯,成寿寺,西,1室1厅,2006年建板塔结合,68.01平米,360,52934,四方景园二区 
简装,有电梯,北大地,西北,1室1厅,2004年建塔楼,51.32平米,330,64303,正阳小区 
精装,2室1厅,七里庄,西,2室1厅,1995年建板楼,56.55平米,368,65076,东大街 
其他,无电梯,马家堡,南 北,2室1厅,2000年建板楼,69.63平米,470,67500,富卓苑 
精装,有电梯,马家堡,东北,1室1厅,2001年建塔楼,52.72平米,320,60699,富卓苑 
精装,有电梯,玉泉营,东 西 北,1室1厅,2004年建板塔结合,64.42平米,400,62093,三环新城7号院 
精装,无电梯,卢沟桥,南,2室1厅,1988年建板楼,50.6平米,262,51779,卢沟桥北里 
其他,无电梯,右安门外,南 北,2室1厅,1992年建板楼,59.9平米,370,61770,玉林东里一区 
毛坯,无电梯,和义,南 北,2室1厅,1995年建板楼,72.83平米,350,48058,南苑北里三区 
简装,2室2厅,丽泽,南,2室1厅,1999年建板塔结合,60.8平米,365,60033,前泥洼小区 
精装,有电梯,青塔,西北,2室2厅,2005年建塔楼,100.64平米,465,46205,长安新城一区 
其他,无电梯,和义,南 北,2室1厅,2000年建板楼,62.21平米,290,46617,南苑北里一区 
精装,无电梯,赵公口,西北,2室1厅,2000年建板楼,52.41平米,350,66782,康泽园 
精装,有电梯,宋家庄,西,2室1厅,2004年建板塔结合,101.15平米,469,46367,政馨园二区 
简装,有电梯,菜户营,南 北,2室2厅,2006年建塔楼,92.97平米,600,64537,金都苑 
精装,无电梯,马家堡,南 北,2室1厅,1998年建板楼,74.8平米,448,59894,西马金润二区 
精装,有电梯,赵公口,东南 北,2室1厅,2005年建板塔结合,78.75平米,490,62223,彩虹城四区 
简装,有电梯,玉泉营,南 北,2室1厅,2005年建板楼,90.58平米,595,65688,万年花城一期 
精装,无电梯,蒲黄榆,东南,2室1厅,1985年建板楼,51.2平米,307,59961,蒲黄榆四里 
精装,有电梯,角门,东北,2室1厅,2006年建板塔结合,81.08平米,439,54145,枫南世嘉 
简装,有电梯,花乡,南 西 北,2室1厅,2005年建板楼,80.83平米,385,47631,天伦锦城 
精装,无电梯,青塔,西,2室1厅,2007年建板楼,85.43平米,540,63210,万科中粮假日风景 
简装,有电梯,洋桥,南 西北,2室1厅,2000年建塔楼,83.37平米,438,52537,政洋家园 
精装,有电梯,洋桥,西南,2室1厅,1998年建塔楼,71.69平米,410,57191,海户西里34号院 
精装,有电梯,宋家庄,东 西,2室2厅,2010年建板塔结合,86.02平米,418,48594,横一条甲18号院 
精装,有电梯,花乡,南,2室1厅,2010年建板塔结合,100.41平米,480,47805,天伦锦城 
精装,有电梯,岳各庄,西北,2室1厅,2004年建板塔结合,89.32平米,468,52396,西府景园 
简装,有电梯,方庄,东,1室1厅,2000年建板塔结合,66.62平米,339,50886,芳星园三区 
精装,有电梯,六里桥,东南,2室1厅,1997年建塔楼,75.41平米,560,74261,铁路小区 
精装,无电梯,六里桥,南 北,2室1厅,1998年建板楼,83.87平米,530,63194,金家村288号院 
精装,无电梯,六里桥,南 北,2室1厅,1985年建板楼,57.1平米,359,62873,六里桥北里 
简装,有电梯,赵公口,南 北,2室1厅,2009年建板楼,112.06平米,690,61575,世华水岸F区 
简装,有电梯,角门,南,1室0厅,2010年建板楼,42.7平米,340,79626,阳光花园 
简装,有电梯,北京南站,西,1室1厅,2003年建塔楼,29.74平米,225,75656,世纪金色嘉园 
简装,有电梯,西罗园,西北,2室1厅,2000年建塔楼,92.56平米,495,53479,汇达公寓 
毛坯,无电梯,木樨园,东 西,2室1厅,1988年建板楼,62.3平米,325,52167,南木樨园 
简装,无电梯,方庄,西北,2室1厅,1995年建板楼,69.4平米,465,67003,芳城东里 
简装,无电梯,卢沟桥,南 北,1室1厅,1997年建板楼,57.12平米,260,45519,晓月苑一里 
简装,无电梯,七里庄,南 北,2室1厅,1998年建板楼,104.86平米,610,58173,望园东里 
简装,无电梯,马家堡,南 北,3室1厅,1993年建板楼,66.71平米,420,62960,晨光小区 
简装,有电梯,马家堡,西北,1室0厅,2005年建塔楼,44.63平米,280,62739,西马金润二区 
精装,有电梯,草桥,南,1室1厅,1998年建塔楼,51.23平米,310,60512,玉安园 
简装,无电梯,大红门,南 北,2室1厅,2003年建板楼,72.73平米,392,53898,建欣苑四里 
简装,有电梯,宋家庄,北,1室0厅,2003年建板塔结合,45.46平米,285,62693,政馨园一区 
精装,有电梯,马家堡,南 北,2室2厅,2004年建板楼,120.27平米,860,71506,益明园 
简装,无电梯,新宫,南 北,1室1厅,2002年建板塔结合,55.5平米,240,43244,诚苑南里 
精装,有电梯,科技园区,东 北,1室1厅,2005年建塔楼,56.76平米,275,48450,天下儒寓 
简装,无电梯,新宫,东 西,3室1厅,2004年建板楼,119.57平米,410,34290,飞腾家园 
简装,有电梯,宋家庄,北,1室1厅,2004年建板塔结合,66.53平米,350,52608,政馨园二区 
其他,无电梯,和义,南,1室1厅,2005年建板楼,51.09平米,310,60678,世嘉丽晶 
简装,无电梯,看丹桥,南,2室1厅,1992年建板楼,53.25平米,263,49390,南开西里 
简装,无电梯,六里桥,南 北,2室1厅,1990年建板楼,50.05平米,300,59941,金家村1号院 
简装,无电梯,七里庄,南 北,2室1厅,1992年建板楼,58.69平米,350,59636,北大街北里 
精装,有电梯,七里庄,南 北,2室2厅,2004年建板楼,94.97平米,650,68443,小井润园一区 
简装,有电梯,刘家窑,南 北,3室1厅,2009年建板楼,164.18平米,1080,65782,贾家花园15号院 
精装,有电梯,玉泉营,南 北,3室2厅,2006年建板塔结合,135.8平米,918,67600,万年花城三期 
精装,有电梯,草桥,东北,2室1厅,2004年建塔楼,96.24平米,540,56110,玉安园 
简装,有电梯,草桥,南 北,3室2厅,1999年建板楼,125.47平米,820,65355,草桥欣园三区 
其他,有电梯,方庄,南 西北,3室1厅,2000年建塔楼,157.16平米,880,55994,芳古园二区 
其他,有电梯,草桥,西北,2室1厅,2003年建塔楼,69.06平米,415,60093,南珠苑 
简装,有电梯,赵公口,西南 北,3室1厅,1998年建塔楼,83.22平米,442,53113,苗圃东里 
精装,有电梯,六里桥,西南,2室1厅,2005年建塔楼,83.43平米,480,57534,莲怡园二区 
精装,3室1厅,大红门,南 北,3室1厅,2007年建板塔结合,122.41平米,670,54735,建欣苑六里 
毛坯,无电梯,大红门,东 南 西,3室1厅,1995年建板楼,84.12平米,418,49691,大红门东门里 
其他,无电梯,和义,南,1室1厅,1998年建板楼,43.71平米,228,52162,和义西里二区 
精装,1室1厅,青塔,南,1室1厅,2015年建板塔结合,60.55平米,299,49381,广安﹒康馨家园 
精装,1室1厅,青塔,南,1室1厅,2015年建板塔结合,60.51平米,302.5,49992,广安﹒康馨家园 
简装,有电梯,新宫,南 北,1室1厅,2000年建板塔结合,54.4平米,246,45221,诚苑南里 
简装,有电梯,方庄,西南 北,2室1厅,1994年建塔楼,74.29平米,415,55863,芳城园三区 
简装,有电梯,刘家窑,南 北,3室1厅,2000年建塔楼,141.19平米,670,47454,同仁园 
简装,无电梯,和义,南 北,2室1厅,1995年建板楼,64.99平米,336,51701,和义东里六区 
精装,有电梯,六里桥,西南,2室1厅,2005年建塔楼,90.82平米,550,60560,莲怡园二区 
简装,有电梯,草桥,南 北,3室1厅,2001年建板楼,132.14平米,890,67353,恋日嘉园一期 
精装,有电梯,菜户营,南 北,3室1厅,2005年建板塔结合,98.25平米,735,74810,天伦北里 
简装,无电梯,看丹桥,南 北,3室1厅,1992年建板楼,69.05平米,328,47502,南开西里 
精装,有电梯,岳各庄,南 北,3室2厅,2006年建板楼,171.48平米,1300,75811,万科紫台 
简装,有电梯,马家堡,南 北,2室2厅,2004年建板楼,110.04平米,844,76700,益明园 
简装,无电梯,和义,东 南 西,3室1厅,1998年建板楼,77.92平米,360,46202,和义西里二区 
其他,有电梯,草桥,南 北,5室2厅,1999年建板楼,157.05平米,950,60491,草桥欣园三区 
简装,有电梯,青塔,东南,2室1厅,2002年建塔楼,98.84平米,495,50081,兆丰园 
精装,有电梯,岳各庄,南 北,2室1厅,2011年建板楼,115.01平米,780,67821,中堂 
精装,有电梯,花乡,西南,3室2厅,2007年建塔楼,124.32平米,575,46252,天伦锦城 
精装,有电梯,方庄,南 北,3室1厅,2005年建板楼,141.35平米,1180,83481,紫芳园二区香园 
精装,有电梯,马家堡,南 北,2室2厅,2004年建板楼,116.39平米,870,74749,益明园 
精装,有电梯,草桥,南 北,2室2厅,2005年建板楼,96.35平米,720,74728,未来上层 
简装,无电梯,和义,南 北,3室1厅,1995年建板楼,79.89平米,415,51947,和义东里二区 
简装,3室1厅,旧宫,南 北,3室2厅,1995年建板楼,102.81平米,560,54470,梅源里小区 
精装,有电梯,青塔,南 北,3室1厅,2010年建板楼,90.31平米,710,78619,万科紫苑 
精装,无电梯,青塔,南 北,3室1厅,2005年建板楼,133.45平米,733,54927,万恒家园 
精装,无电梯,成寿寺,南 北,2室1厅,2000年建板楼,75.92平米,405,53346,宏大家园 
其他,无电梯,西罗园,南 北,2室1厅,1990年建板楼,59.7平米,360,60302,西罗园四区 
简装,无电梯,右安门外,东南,2室1厅,1995年建板楼,54.93平米,350,63718,玉林里小区 
简装,无电梯,马家堡,东 南 西,3室1厅,1998年建板楼,87.91平米,500,56877,嘉园二里 
精装,有电梯,北京南站,东北,2室1厅,1999年建塔楼,66.47平米,398,59877,开阳里三区 
毛坯,有电梯,花乡,东 西,2室1厅,2005年建板楼,99.96平米,468,46819,天伦锦城 
精装,有电梯,赵公口,南 北,3室1厅,2005年建板塔结合,162.29平米,800,49295,跃城 
简装,有电梯,方庄,东南,3室1厅,1994年建塔楼,94.9平米,565,59537,芳城园一区 
简装,有电梯,木樨园,东,2室1厅,2004年建板塔结合,118.17平米,508,42989,南曦大厦 
简装,无电梯,和义,南 北,2室2厅,2005年建板楼,91.01平米,410,45050,久敬佳园三区 
精装,有电梯,宋家庄,西,1室1厅,2008年建塔楼,77.71平米,440,56621,福臻家园 
精装,无电梯,蒲黄榆,南 北,3室1厅,1992年建板楼,75.54平米,465,61557,刘家窑南里 
精装,有电梯,草桥,东北,2室1厅,2006年建塔楼,68.56平米,505,73659,恋日花都 
精装,有电梯,赵公口,北,1室1厅,2005年建板塔结合,56.57平米,320,56568,跃城 
精装,无电梯,马家堡,东 西,2室1厅,1998年建板楼,76.45平米,423,55331,西马金润二区 
精装,有电梯,赵公口,东 南 北,4室2厅,2004年建板楼,144.05平米,940,65256,彩虹城二区 
简装,无电梯,和义,东 南 北,3室1厅,1995年建板楼,80.52平米,359,44586,和义东里六区 
简装,无电梯,马家堡,东 西,2室1厅,2000年建板楼,80.79平米,460,56938,富卓苑 
简装,有电梯,五里店,南 北,3室1厅,2008年建板塔结合,137.61平米,645,46872,和风四季 
精装,有电梯,玉泉营,南 北,2室2厅,2006年建板楼,96.46平米,675,69978,万年花城三期 
精装,无电梯,右安门外,东 西,3室1厅,1992年建板楼,77.99平米,440,56418,玉林里小区 
精装,有电梯,成寿寺,北,1室1厅,2006年建板塔结合,68.02平米,415,61012,四方景园二区 
精装,无电梯,角门,南 北,3室1厅,1989年建板楼,76.9平米,450,58518,角门东里 
精装,有电梯,玉泉营,南 北,3室1厅,2011年建板楼,121.82平米,900,73880,青秀城 
精装,无电梯,太平桥,南 北,3室1厅,1989年建板楼,74.9平米,530,70762,太平桥东里 
精装,有电梯,马家堡,南 北,3室2厅,2015年建板楼,139.65平米,900,64447,福海棠华苑 
精装,无电梯,五里店,南 北,2室1厅,1988年建板楼,65.3平米,288,44105,程庄路3号院 
简装,有电梯,马家堡,西南,3室1厅,2001年建塔楼,127.6平米,780,61129,嘉丽园 
简装,无电梯,旧宫,南 北,2室2厅,2003年建板楼,86平米,389,45233,菊源南里 
精装,有电梯,蒲黄榆,南 西 北,3室1厅,2003年建塔楼,115.02平米,680,59121,蒲安东里 
精装,有电梯,宋家庄,东 北,2室2厅,2003年建塔楼,89.96平米,535,59471,嘉和人家 
简装,有电梯,七里庄,南 北,3室1厅,2004年建板楼,127.45平米,935,73363,保利欣苑 
精装,有电梯,花乡,南 西北,3室1厅,2005年建板楼,126.72平米,560,44192,天伦锦城 
毛坯,无电梯,右安门外,南 北,2室1厅,1980年建板楼,54.64平米,368,67350,祖家庄小区 
精装,有电梯,玉泉营,南,3室1厅,2011年建板楼,127.23平米,950,74668,青秀城 
简装,无电梯,马家堡,南 北,3室1厅,1998年建板楼,88.78平米,532,59924,嘉园二里 
简装,有电梯,玉泉营,南,3室1厅,2004年建板塔结合,117.75平米,638,54183,三环新城7号院 
精装,有电梯,草桥,南 北,2室2厅,2005年建板楼,95.51平米,730,76432,未来上层 
精装,有电梯,方庄,南 北,2室1厅,1993年建板塔结合,86.47平米,586,67770,芳星园三区 
精装,有电梯,方庄,南,3室1厅,2003年建板楼,161.47平米,1250,77414,时代芳群 
毛坯,有电梯,七里庄,南 西 北,3室2厅,2000年建塔楼,131.03平米,760,58002,庄维花园 
毛坯,有电梯,马家堡,东 北,3室1厅,1986年建塔楼,65.5平米,396,60459,马家堡西里 
